,PG9,10-1074,PGT121,b12,2G12,3BNC117,PGDM1400,2F5,VCR01,4E10
553,1.664,0.013,100.0,50.0,50.0,0.348,0.098912,1.29914,20.0,1.81762
554,0.8,0.018,0.0042172,50.0,50.0,0.219,0.042119,4.95609,100.0,4.3
555,1.091,0.014,0.013,50.0,2.88,0.15712,0.0014049,3.3,20.0,50.0
556,1.775,0.011,100.0,50.0,50.0,100.0,0.0061278,50.0,0.05,4.79
557,0.9,100.0,0.007,50.0,100.0,0.02524,0.0056566,50.0,0.36,2.8
558,1.65,100.0,100.0,50.0,50.0,0.43,100.0,50.0,1.26,50.0
559,0.878,100.0,100.0,50.0,50.0,0.04,0.0145,50.0,1.17,50.0
560,2.544,100.0,0.019,50.0,50.0,0.097,0.0034893,50.0,20.0,1.17
561,3.07,100.0,0.016,100.0,50.0,0.035,0.003,50.0,0.68805,50.0
562,1.797,100.0,0.029,100.0,50.0,0.007,0.0027375,50.0,0.8066,0.02
563,1.069,100.0,2.05254,100.0,100.0,0.057,0.0022679,50.0,0.45,0.02
564,1.342,100.0,0.004,100.0,0.11861,42.305,0.23329,50.0,0.07,50.0
565,0.988,100.0,0.004,100.0,0.9,0.04,0.85743,50.0,20.0,50.0
566,20.0,100.0,0.0060646,100.0,100.0,0.06,0.19287,50.0,0.11,50.0
567,0.51,100.0,0.3,100.0,100.0,0.046,0.048705,50.0,1.98,50.0
568,1.52,100.0,0.01,100.0,100.0,0.06,0.040058,50.0,0.58,50.0
569,9.34,100.0,0.009,23.4,100.0,0.053,100.0,50.0,0.51,5.57
570,2.16,100.0,0.030726,100.0,100.0,0.033,100.0,50.0,3.96,0.69714
571,5.09,100.0,0.162,100.0,100.0,0.052,0.003274,100.0,0.04,5.53
572,1.22,100.0,1.35131,0.812,100.0,0.009,0.0081958,100.0,0.34,17.61
573,4.58,100.0,0.020989,0.54147,100.0,0.013,0.00061478,100.0,0.29,7.07
574,2.23,100.0,0.011281,4.48553,100.0,0.015,0.0067771,100.0,20.0,5.66
575,0.81,100.0,100.0,0.92698,100.0,0.01,0.0056176,100.0,0.66,4.7
576,8.83,0.0031911,0.027728,0.62404,100.0,0.027,0.00262,100.0,20.0,15.4
577,3.21,0.962,0.0066503,0.31581,100.0,0.062,100.0,22.73,20.0,7.87
578,1.63,0.020166,0.251,0.088,100.0,0.042,100.0,100.0,1.59,8.62
579,1.22,0.0029474,0.066,0.123,100.0,0.058,100.0,100.0,0.39,8.6
580,8.35,19.533,0.018,0.035,31.1473,0.005,0.095,100.0,0.56,7.07
581,2.64,0.023729,17.366,0.005,100.0,0.013,35.636,100.0,0.4,2.43
582,6.96,0.0050612,3.26119,0.15,100.0,0.018,20.0,100.0,0.23,1.17
583,2.07,3.654,0.12,0.04,100.0,0.016,0.006,50.0,0.04,0.09984
584,0.65,4.526,0.02,0.083,100.0,0.011,100.0,100.0,0.34,0.2488
585,1.77,3.256,0.01,0.06,20.0,0.034,100.0,100.0,5.46,1.58481
586,3.06,3.065,0.04,0.051,100.0,0.043,2.674,50.0,0.24,0.11482
587,0.97,2.451,0.01,0.063,100.0,0.094,100.0,50.0,2.12,0.12784
588,3.69,4.125,0.0058511,0.082,100.0,0.053,0.2,50.0,20.0,1.12862
589,3.19,40.0,0.012271,0.045,100.0,0.042,0.009,19.91,3.09,50.0
590,5.86,0.034,0.0025209,0.057,100.0,0.064,0.0080434,2.224,20.0,17.3799
591,5.25,0.0048164,50.0,0.056,100.0,0.105,0.034,1.571,20.0,13.9435
592,1.92,0.0088913,0.05,0.087,100.0,0.074,100.0,1.117,5.84895,23.1582
593,4.5,0.0046417,0.07,0.116,50.0,0.129,0.135,0.396,20.0,2.627
594,0.93,100.0,0.06,0.041,8.3,0.164,0.022,1.25,1.94,0.5471
595,0.9,20.0,0.12,0.102,50.0,0.045,0.544,0.21,0.25,2.6453
596,5.43,20.0,0.09,0.201,50.0,0.026,0.041,1.127,0.8449200000000001,50.0
597,0.8,20.0,0.1,100.0,50.0,0.158,4.84424,0.426,0.52,12.2846
598,0.29,20.0,0.08,100.0,50.0,0.21,0.0066072,1.265,0.48,50.0
599,3.52,100.0,0.13,100.0,50.0,0.046,2.005,1.505,0.17459,11.5505
600,0.025454,100.0,40.0,100.0,50.0,0.031,0.004,1.072,20.0,15.1361
601,1.07,0.007,0.13,100.0,50.0,0.095,0.292,0.781,0.57053,22.4744
602,0.27,0.00342,0.01,100.0,50.0,0.1,100.0,0.635,20.0,16.9443
603,0.75,0.012211,0.06,100.0,50.0,0.517,0.059,0.763,2.39921,3.4162
604,40.0,0.168,0.03,100.0,50.0,3.349,0.947,1.339,0.4792,11.2629
605,0.98,7.0,0.06,100.0,50.0,0.39415,100.0,1.836,0.18,50.0
606,5.78,20.0,40.0,7.01,50.0,40.0,0.005,0.4,0.3351099999999999,2.8472
607,40.0,20.0,0.06,100.0,50.0,0.55159,0.043,1.429,20.0,50.0
608,6.87,20.0,0.09,100.0,50.0,0.030897,0.001,1.097,50.0,9.4933
609,0.28427,0.0928,0.04,5.78,50.0,0.046,4.524,100.0,0.43021,4.1
610,1.08,0.017,20.0,2.27,100.0,6.91729,0.001,5.46,0.49749,44.64
611,40.0,20.0,20.0,100.0,100.0,0.079657,0.293,2.18,20.0,2.986
612,0.79279,20.0,20.0,100.0,100.0,1.259,0.035,3.41,10.2447,1.776
613,0.0025102,0.0457,20.0,100.0,100.0,1.026,0.007,3.65,0.23,0.999
614,200.0,4.83791,50.0,100.0,21.08,1.625,2.716,0.97,7.0,0.477
615,0.012492,0.021698,0.0485,100.0,100.0,0.985,41.187,5.11,2.1180000000000003,1.544
616,0.0033224,15.1,0.033827,15.35,100.0,2.056,0.002,25.0,3.9,0.585
617,0.48,0.0021513,1.245,4.04,100.0,3.624,100.0,5.31,0.26042,1.579
618,0.25529,20.0,0.0104,3.12,100.0,0.093,100.0,100.0,2.7,0.353
619,0.74,20.0,0.008161,100.0,100.0,40.0,0.102,5.13,0.083107,2.327
620,0.14,20.0,40.0,100.0,100.0,0.01266,0.003,2.75,0.75184,2.01
621,10.0,20.0,0.01,5.15,0.67025,0.0063956,100.0,100.0,4.5620400000000005,1.302
622,10.0,0.013,40.0,100.0,0.18,3.52225,0.001,100.0,0.5241899999999999,0.934
623,10.0,0.004,0.19,100.0,0.3,0.04484,19.51,1.04,0.14,0.694
624,10.0,0.001,0.02,100.0,0.17,20.0,9.914,3.02,0.027144,0.895
625,20.0,0.086,0.04,100.0,0.2,20.0,2.162,10.95,0.26,1.397
626,20.0,0.017,0.01,7.14,0.12,20.0,0.021,1.19,1.46,0.704
627,0.01,0.0051747,0.02,100.0,0.55,0.028269,100.0,8.28,0.097316,0.577
628,0.01,40.0,0.05,4.62,0.97,0.2,0.0024087,4.77,0.515,1.168
629,0.12,0.05,0.07,100.0,0.34,0.22,0.022,100.0,0.017407,1.84
630,0.091,0.009,0.02,100.0,0.32,0.01,100.0,11.23,0.6857800000000001,100.0
631,0.15422,40.0,40.0,13.1348,0.48,50.0,100.0,1.55,0.87574,3.16
632,0.046761,40.0,0.04,100.0,0.18,0.02,0.0084722,3.53,0.3026,2.13
633,0.062976,0.025,1.82,100.0,0.92,0.14745,0.002,100.0,0.8298200000000001,6.25
634,20.0,0.058,0.015276,1.06707,0.17,0.021075,48.627,7.16,0.34693,4.02
635,0.3,20.0,0.0234,100.0,0.4,0.014318,0.01,5.74,0.1175799999999999,0.97
636,0.03,40.0,7.0,0.35303,0.41,0.027914,0.012,23.01,0.24249,3.83
637,0.167,40.0,4.43785,100.0,100.0,50.0,100.0,1.59,1.04871,2.21
638,0.055136,40.0,20.0,100.0,100.0,0.049,0.016122,100.0,0.3,2.09
639,0.050987,0.049,20.0,8.37427,100.0,2.438,0.1181,15.56,0.22712,0.73
640,2.49718,0.25,0.024,100.0,100.0,0.35228,20.0,100.0,0.14481,5.86
641,0.055063,40.0,0.024,100.0,100.0,1.68147,0.003,100.0,6.97566,3.71
642,1.36295,41.1,20.0,100.0,100.0,0.052548,0.0016315,100.0,0.34198,0.5
643,20.0,0.029374,20.0,3.99,100.0,0.5602,0.012,3.9,9.94454,1.94
644,0.802,40.0,0.0466,1.12,100.0,100.0,14.35,0.4,7.0,0.52
645,100.0,40.0,0.01,100.0,100.0,0.067129,100.0,2.3,100.0,5.33
646,100.0,40.0,0.31,100.0,100.0,0.011727,1.032,0.2,2.71811,6.26
647,100.0,40.0,0.01,100.0,100.0,0.1151,0.001684,0.2,0.81989,2.85
648,0.28057,7.994,0.04,100.0,100.0,100.0,0.0018114,0.1,0.97628,19.82
649,0.43454,0.083,19.55,2.41,100.0,0.15071,0.074648,3.4,0.7620399999999999,4.9
650,0.7809,0.123,0.099065,0.23299,100.0,0.0028704,0.0011041,100.0,0.40647,0.92
651,0.34372,0.005,50.0,100.0,9.3,0.085385,0.01,6.4,1.77083,7.19
652,7.63911,0.678,0.0019424,100.0,100.0,0.13394,0.00048164,100.0,19.8377,1.35
653,0.081757,0.08,20.0,0.0050542,100.0,0.055869,100.0,0.052838,0.39,17.81
654,0.04,0.076,20.0,0.15971,100.0,0.030678,100.0,0.045,0.28479,0.12
655,0.0048538,0.533,20.0,0.021909,100.0,0.035086,100.0,100.0,0.29281,12.95
656,0.067576,40.0,20.0,0.11979,100.0,0.578,0.0053085,20.0,0.18724,5.66
657,2.0,40.0,0.0066494,0.003,100.0,0.631,0.0080039,100.0,0.091365,3.84
658,1.17,0.105,0.00171,0.0094868,100.0,0.048,0.0021767,100.0,0.35759,0.79
659,2.0,40.0,0.36437,0.22199,100.0,0.036,0.0041644,1.02,0.4673899999999999,0.28
660,0.74,0.576,0.90056,0.21661,100.0,40.0,0.0015611,0.92,0.52913,8.38
661,2.14276,40.0,0.036248,0.024495,100.0,0.60006,0.0056726,0.36,0.15768,0.66
662,0.05,0.005,0.0072931,0.15166,100.0,0.009,20.0,4.69,0.69693,0.37
663,0.012873,0.14,40.0,0.064807,100.0,0.253,0.16753,0.172,0.423,1.29
664,0.0044954,0.014,0.046949,0.10677,100.0,19.454,100.0,9.9,7.0,2.6
665,0.015522,0.003,0.0033019,0.191,100.0,0.527,0.63236,0.47,7.0,0.7
666,0.01,0.042,0.085115,0.17889,100.0,1.364,0.0015446,0.040124,1.19647,3.0
667,0.46,0.682,1.84231,0.19987,100.0,0.142,0.2596,3.7825,0.54633,0.4
668,2.0,0.036,0.0056041,0.13081,15.36,40.0,0.017872,0.08,0.34565,0.4
669,2.0,40.0,1.71,0.003,100.0,9.69876,0.0094309,0.192,0.57085,0.9
670,0.07,0.005,1.60504,0.036995,100.0,5.72,5.07414,0.204,7.0,6.2
671,2.0,5.885,12.1336,0.13122,100.0,40.0,100.0,0.25,50.0,5.4
672,2.0,0.052,7.9427,0.003,100.0,0.149,0.0029989,0.184,50.0,1.7
673,2.0,20.0,40.0,0.003,100.0,0.592,0.0037067,0.269,50.0,1.4
674,0.21,0.024,40.0,0.003,100.0,6.174,0.0084432,0.33,50.0,0.63827
675,0.68,0.03,0.063984,100.0,100.0,7.356,0.0088436,0.142,13.07,1.58
676,2.0,20.0,0.56723,41.7891,100.0,0.09601,0.005,0.333,20.69,9.81
677,0.44,0.067,40.0,0.47576,100.0,0.36447,0.59,0.526,50.0,0.52
678,0.63,0.114,40.0,100.0,100.0,0.15,0.006,0.593,50.0,5.8
679,0.3,20.0,0.0076177,100.0,0.1,0.116,10.493,0.239,10.16,40.0
680,2.0,0.249,40.0,50.0,100.0,40.0,0.039,0.47,50.0,0.69
681,0.2,20.0,40.0,50.0,1.4,0.055,100.0,0.35,50.0,40.0
682,2.0,0.024523,40.0,50.0,36.7,40.0,0.019,0.224,50.0,5.27
683,2.0,0.023531,40.0,50.0,0.5,0.095,4.213,3.74902,50.0,0.33417
684,2.0,20.0,9.85395,50.0,100.0,0.106,100.0,0.161,50.0,19.12
685,2.0,40.0,0.023547,100.0,100.0,0.235,100.0,0.153,50.0,1.08
686,2.0,20.0,0.2519,100.0,100.0,1.282,0.006,0.377,0.06,0.029622
687,2.0,40.0,0.005848,100.0,3.8,0.394,0.003,0.21,20.0,1.74923
688,2.0,100.0,0.11535,100.0,100.0,0.125,0.044,6.98,0.1,4.40947
689,0.16,0.0059116,0.034181,50.0,100.0,40.0,0.0059481,2.26632,0.12,8.5
690,0.06,0.246,0.093304,50.0,100.0,6.094,0.0025776,2.24,1.29,1.39521
691,0.13,0.0094086,2.15114,100.0,100.0,40.0,0.0024419,100.0,0.295,6.12551
692,0.2,100.0,40.0,13.2965,0.5,0.141,0.003801,100.0,20.0,11.5
693,100.0,0.016638,4.66033,100.0,100.0,0.341,2.91542,50.0,0.51,1.45323
694,23.0,0.015286,0.049944,100.0,100.0,0.09,0.31325,50.0,0.06,100.0
695,2.0,40.0,40.0,100.0,100.0,40.0,0.035,50.0,2.38,18.62
696,2.0,100.0,40.0,100.0,100.0,40.0,0.028556,50.0,0.56,1.52
697,2.0,0.0033742,40.0,0.89,4.61324,0.389,0.39618,50.0,0.24,0.98
698,2.0,0.0065302,0.0084343,100.0,100.0,0.237,200.0,100.0,0.2269999999999999,1.66
699,2.0,0.0032406,0.040718,2.20424,100.0,0.065,0.0048441,100.0,0.0916,2.8346
700,1.17532,100.0,0.11719,100.0,0.52352,0.106,200.0,100.0,100.0,6.8
701,100.0,2.08952,0.00171,100.0,0.58366,0.026,0.0025643,100.0,100.0,4.36
702,0.27775,0.20511,0.016519,0.0072191,0.19,0.286,0.0043324,50.0,100.0,9.87
703,0.22989,0.0009694,0.1087,0.36934,0.154,40.0,0.037,0.028373,100.0,100.0
704,20.0,0.035596,0.0092209,0.031226,0.152,19.505,3.31114,0.4365,0.84,2.1
705,20.0,100.0,40.0,5.181,0.155,40.0,0.27,2.49,100.0,0.12761
706,4.99,0.29723,0.0022894,0.589,0.11,6.24,0.006,100.0,100.0,1.82766
707,20.0,0.35189,9.911,0.993,100.0,1.36613,50.0,100.0,100.0,21.7
708,0.0059351,0.11018,0.044404,0.005,0.214,40.0,50.0,100.0,100.0,100.0
709,0.48,0.82628,1.42723,0.017,100.0,0.109,50.0,100.0,100.0,12.29
710,13.1895,20.0,0.0073186,0.006,15.3,0.20131,10.0,0.403,100.0,4.58
711,132.0,1.71293,0.303,0.091,100.0,40.0,50.0,0.54,100.0,0.68
712,0.0384,0.0076805,0.093837,0.361,0.441,0.125,0.002,1.44,100.0,1.49
713,1.46976,20.0,20.0,100.0,0.097,0.031603,0.001,0.033982,100.0,0.8
714,5.9,100.0,0.03748,15.7,0.279,40.0,0.01,0.97972,100.0,2.36253
715,0.15,0.0089777,0.06185,100.0,0.378,0.076892,0.40619,50.0,9.71623,0.026221
716,7.17,0.13425,20.0,50.0,0.149,40.0,0.1853,20.0,6.687689999999999,0.95707
717,0.44,100.0,0.031446,50.0,0.93595,0.25867,0.0031733,1.544,0.091414,0.013821
718,4.11,0.056452,0.0013904,23.2915,0.111,0.052884,0.467,0.591,20.0,20.0
719,0.08,20.0,0.01189,0.040817,0.169,0.048,0.02,2.437,20.0,0.999
720,10.93,0.002,0.014227,100.0,0.211,0.22241,0.0495,0.109,20.446,0.464
721,1.25,0.069,20.0,100.0,0.147,40.0,0.0036374,1.238,3.6,1.324
722,4.89,0.002,40.0,100.0,5.94653,100.0,200.0,0.216,1.7871,0.144
723,0.16,0.002,20.0,0.94305,100.0,100.0,0.0062905,0.421,1.6674,0.354
724,0.62241,0.156,40.0,50.0,1.30428,0.647,0.035832,0.995,50.0,0.362
725,200.0,0.004,100.0,2.31,100.0,7.99857,1.76,0.122,1.3681,0.472
726,20.0,2.97,0.0038644,50.0,100.0,0.97722,2.07,1.26,0.5813,0.638
727,3.59,0.264,0.26123,50.0,50.0,4.73393,100.0,0.21,21.4415,0.0472
728,1.2,0.026,0.0044417,50.0,50.0,0.12135,100.0,0.5,0.6382,1.12
729,0.39,0.061,50.0,40.0,50.0,0.011,0.034042,1.8,2.0384,0.476
730,20.0,40.0,0.022707,16.2,50.0,0.1,1.312,1.1,1.3944,0.2
731,0.02,0.102,0.0090574,100.0,50.0,0.98,0.17727,2.02,2.005,0.8
732,0.32,0.011862,10.0,100.0,100.0,0.059573,0.168,14.1,50.0,3.96398
733,20.0,0.075796,40.0,100.0,100.0,0.059691,1.21752,100.0,1.3092,4.67
734,0.34,0.0064576,50.0,100.0,100.0,0.070123,0.0050948,26.43,1.0039,0.47772
735,20.0,0.011971,50.0,100.0,100.0,0.026055,0.00099627,100.0,2.0042,5.76203
736,1.66,0.040361,50.0,100.0,50.0,100.0,0.048283,100.0,0.9561,100.0
737,0.1879,0.043782,100.0,0.73248,5.08,5.09637,0.066222,100.0,2.8993,0.27122
738,0.0017256,0.001,0.0040622,0.5861,50.0,0.024764,0.0044167,14.1,0.3923,0.29
739,100.0,100.0,0.0027861,100.0,100.0,40.0,0.0056921,1.3,0.8521,8.93
740,0.206,0.74905,0.0023303,36.4,100.0,15.3728,0.0039143,0.23,7.4507,5.3
741,0.13356,2.74515,16.6618,1.18491,100.0,0.12398,100.0,4.7,2.2708,2.8
742,0.021509,50.0,7.15626,50.0,100.0,0.3209,20.0,0.752,5.5,0.5
743,0.02206,50.0,0.0077793,8.1,100.0,8.50651,0.047365,50.0,5.178,5.4
744,0.66045,50.0,0.0012425,100.0,100.0,0.12125,0.8385,5.89887,5.1,6.38541
745,0.36297,50.0,0.0064528,100.0,100.0,0.12888,0.001,6.07266,2.355,2.2
746,0.14444,50.0,50.0,100.0,0.54,0.30419,0.0031378,12.5494,3.8,6.30023
747,0.026493,50.0,0.074539,100.0,4.62258,0.025149,0.0077967,9.09225,2.33,0.6685
748,100.0,0.0086337,0.83231,1.65443,0.24104,0.069885,0.004,0.75373,4.899,9.65253
749,12.2465,0.0063593,9.19337,132.0,50.0,0.11912,0.0044103,2.09728,5.456,3.75862
750,132.0,0.13094,0.29173,0.11955,50.0,0.074564,0.3937,6.14231,5.678,1.48347
751,0.40532,100.0,20.0,1.03,0.75,0.10296,0.0025643,0.54733,5.777,1.67734
752,21.3408,0.0076657,2.88187,50.0,100.0,0.38673,2.79522,1.97228,5.23,6.10362
753,0.0066746,0.011,0.013339,14.472,100.0,0.057403,0.54867,100.0,4.12,2.70166
754,0.1693,0.867,20.0,2.33507,50.0,100.0,0.29,2.07128,4.987,2.19748
755,0.2203,0.12,50.0,100.0,50.0,0.081538,100.0,1.86009,3.45,4.7928
756,100.0,0.16,0.0089137,100.0,100.0,0.014,0.001,50.0,3.204,1.65257
757,2.24162,0.1,9.34,100.0,0.43603,0.126,0.837,20.0,5.431,1.89801
758,0.018619,0.06,50.0,100.0,100.0,0.133,100.0,20.0,5.398,6.37366
759,100.0,0.05875,0.027811,100.0,100.0,0.039,100.0,20.0,5.178,20.0
760,0.069498,0.043,20.0,26.59,100.0,2.517,100.0,44.25,4.936,20.0
761,0.020976,0.017,0.0012599,100.0,100.0,0.049,0.118,0.3717,0.49,20.0
762,3.65704,40.0,0.0078837,7.69,100.0,40.0,0.198,12.56,0.91,20.0
763,0.012843,100.0,0.001,9.14,100.0,1.191,0.00071521,15.6334,0.19,0.45254
764,0.13686,100.0,0.0042172,6.48,100.0,0.101,5.24273,132.0,1.04,22.19
765,0.08935,100.0,0.087895,0.30302,50.0,0.104,0.239,1.2,0.47476,7.46992
766,0.11852,0.133,0.025,2.19698,2.88,0.2,0.0071143,100.0,0.1,132.0
767,100.0,0.018,11.892,0.034488,50.0,0.064,0.039729,100.0,0.02,0.8
768,0.10637,0.0035156,0.053368,0.002,1.34098,0.026162,0.0050221,3.7,0.69,100.0
769,0.011642,1.09634,0.018057,100.0,50.0,0.2264,0.086895,100.0,1.81,6.18201
770,7.85,45.556,2.32257,8.7,100.0,40.0,0.40373,100.0,0.34,4.25158
771,0.26,0.0060127,7.85408,100.0,100.0,0.032237,0.016438,12.32,0.25,0.82
772,1.59,20.0,0.11719,100.0,100.0,0.41616,0.0056623,100.0,1.29,0.09
773,0.37,100.0,0.002,100.0,100.0,40.0,100.0,100.0,1.13,0.56
774,1.97,0.0079994,0.067705,100.0,100.0,0.446,0.075182,100.0,0.52,0.21
775,0.17,7.0,0.54,100.0,100.0,30.0,20.0,100.0,0.35,3.02
776,20.0,0.887,0.42,2.6,100.0,0.22328,0.52578,100.0,0.34,0.13
777,20.0,0.0025437,0.02,16.95,0.038322,0.038887,0.002,100.0,0.25,0.71
778,0.28983,0.046,0.61,100.0,3.37298,0.936,0.048396,100.0,0.27,0.33
779,1.6,0.071266,0.44,50.0,100.0,3.729,0.0087138,0.99184,0.33,0.25
780,20.0,100.0,0.12,0.81778,50.0,50.0,100.0,0.22,0.85,1.36582
781,20.0,0.0039862,0.58,4.2,50.0,50.0,0.50477,1.67344,0.39,0.99
782,20.0,2.62522,0.13,100.0,50.0,0.417,0.070336,5.4,0.31,1.31536
783,20.0,20.0,0.17,100.0,100.0,50.0,100.0,37.08,0.94,1.54
784,0.78,20.0,0.63,100.0,100.0,0.02521,0.070613,3.82,1.86,11.12
785,8.41,100.0,0.92,100.0,100.0,0.0020502,0.0036514,100.0,0.16,1.93
786,0.7,12.812,1.65,100.0,100.0,0.24852,0.13933,100.0,1.13,1.58
787,1.45,0.21704,0.18,100.0,100.0,0.37281,37.5,100.0,0.54,0.74
788,0.65,0.17044,0.58,8.97831,132.0,0.038465,0.0064458,100.0,0.69,6.1
789,0.47,100.0,1.49,100.0,100.0,0.047,20.0,100.0,40.0,100.0
790,2.66937,20.0,0.034122,50.0,132.0,0.314,0.083204,100.0,0.46,0.2
791,8.07459,0.004,0.004111,300.0,50.0,0.24,0.014015,100.0,1.19,2.5
792,14.0,20.0,0.0049484,300.0,100.0,0.01,0.30001,1.4,1.28,50.0
793,0.183,20.0,0.049733,0.83047,100.0,0.13,2.53282,24.4285,0.17,100.0
794,0.419,100.0,0.04475,12.87,18.7,0.003,6.68,9.1,0.6,0.51868
795,10.6,20.0,0.002,100.0,100.0,0.16931,0.0343,2.81639,0.55,13.2
796,0.0473,20.0,100.0,40.0,100.0,0.173,100.0,22.9534,1.3,1.17424
797,0.57304,20.0,50.0,1.9,100.0,0.019,100.0,6.05871,0.9,3.64417
798,0.21141,2.86,50.0,0.6,100.0,0.131,0.0157,1.98453,9.1,7.91973
799,20.559,20.0,50.0,50.0,100.0,0.17636,0.0074366,100.0,0.59,1.53051
800,0.0087125,0.016825,50.0,100.0,9.43,0.51702,0.024554,2.76846,0.18,0.24252
801,0.44052,0.0011078,50.0,100.0,100.0,0.090947,0.001,3.70969,0.35,1.43869
802,100.0,0.03176,50.0,100.0,100.0,0.25,0.0040377,4.73045,0.85,1.46043
803,0.03139,0.067331,50.0,0.78214,100.0,0.425,0.039308,0.01,0.71,1.9539
804,0.0077542,0.002066,50.0,45.64,100.0,0.043887,20.0,0.182,100.0,0.0056462
805,100.0,0.154,50.0,300.0,3.09375,80.0,0.0036394,0.13087,100.0,0.066112
806,0.061024,0.005,50.0,50.0,0.69567,0.021834,0.0015429,100.0,0.45475,0.2654
807,0.047314,40.0,50.0,400.0,0.60572,0.0073068,20.0,132.0,0.02,0.88724
808,0.061618,0.002,50.0,400.0,100.0,20.0,0.016263,100.0,1.45,7.25
809,1.70214,0.001,50.0,9.68,100.0,0.095972,0.018467,50.0,0.21,6.42096
810,14.013070298765433,40.0,50.0,4.2,100.0,0.057282,0.0087009,5.5,0.12,0.43442
811,14.013070298765433,40.0,50.0,100.0,100.0,1.076,0.025927,4.3,0.03,6.9
812,14.013070298765433,0.744,50.0,0.15,100.0,0.313,23.367517080431032,12.9,0.03,3.6
813,14.013070298765433,0.0031517,50.0,1.2,100.0,0.50509,23.367517080431032,3.29,1.29,1.85742
814,14.013070298765433,0.00080912,50.0,1.1614,100.0,100.0,23.367517080431032,100.0,0.51735,1.50057
815,14.013070298765433,0.37011,50.0,6.7524,100.0,0.069232,23.367517080431032,100.0,0.76,0.46095
