,PG9,10-1074,PGT121,b12,2G12,3BNC117,PGDM1400,2F5,VCR01,4E10
954,14.013070298765433,28.666082115976877,0.004,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.6,10.631642630316742
955,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.79,10.631642630316742
956,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.36163,10.631642630316742
957,14.013070298765433,28.666082115976877,0.527,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.43,10.631642630316742
958,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.71,10.631642630316742
959,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,40.0,10.631642630316742
960,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,2.17,10.631642630316742
961,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.12611,10.631642630316742
962,14.013070298765433,28.666082115976877,4.33263,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.53,10.631642630316742
963,14.013070298765433,28.666082115976877,0.014714,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.17702,10.631642630316742
964,14.013070298765433,28.666082115976877,0.001843,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.028983,10.631642630316742
965,14.013070298765433,28.666082115976877,0.031482,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.88,10.631642630316742
966,14.013070298765433,28.666082115976877,0.01,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.38,10.631642630316742
967,14.013070298765433,28.666082115976877,0.08,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.2,10.631642630316742
968,14.013070298765433,28.666082115976877,0.03,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.98,10.631642630316742
969,14.013070298765433,28.666082115976877,0.04,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.07,10.631642630316742
970,14.013070298765433,28.666082115976877,0.06,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,2.06,10.631642630316742
971,14.013070298765433,28.666082115976877,0.01,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,3.41,10.631642630316742
972,14.013070298765433,28.666082115976877,0.11,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.56,10.631642630316742
973,14.013070298765433,28.666082115976877,0.02,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.49,10.631642630316742
974,14.013070298765433,28.666082115976877,0.1,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,2.21,10.631642630316742
975,14.013070298765433,28.666082115976877,0.07,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.24101,10.631642630316742
976,14.013070298765433,28.666082115976877,0.082112,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,49.4,10.631642630316742
977,14.013070298765433,28.666082115976877,0.0036869,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,3.34723,10.631642630316742
978,14.013070298765433,28.666082115976877,0.121,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.80688,10.631642630316742
979,14.013070298765433,28.666082115976877,0.01,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.38439,10.631642630316742
980,14.013070298765433,28.666082115976877,4.13,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.43175,10.631642630316742
981,14.013070298765433,28.666082115976877,0.04,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.96374,10.631642630316742
982,14.013070298765433,28.666082115976877,0.0037798,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,100.0,10.631642630316742
983,14.013070298765433,28.666082115976877,1.762,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.0323899999999999,10.631642630316742
984,14.013070298765433,28.666082115976877,0.0014422,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.88182,10.631642630316742
985,14.013070298765433,28.666082115976877,0.0066943,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.30762,10.631642630316742
986,14.013070298765433,28.666082115976877,0.02544,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.16015,10.631642630316742
987,14.013070298765433,28.666082115976877,40.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,3.98244,10.631642630316742
988,14.013070298765433,28.666082115976877,0.075296,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.093101,10.631642630316742
989,14.013070298765433,28.666082115976877,0.0023758,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.35133,10.631642630316742
990,14.013070298765433,28.666082115976877,0.0010308,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,100.0,10.631642630316742
991,14.013070298765433,28.666082115976877,9.15377,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,100.0,10.631642630316742
992,14.013070298765433,28.666082115976877,0.0112,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,100.0,10.631642630316742
993,14.013070298765433,28.666082115976877,50.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.075062,10.631642630316742
994,14.013070298765433,28.666082115976877,6.59187,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.34934,10.631642630316742
995,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.1793799999999999,10.631642630316742
996,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.083072,10.631642630316742
997,14.013070298765433,28.666082115976877,0.0026703,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.098,10.631642630316742
998,14.013070298765433,28.666082115976877,50.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.47,10.631642630316742
999,14.013070298765433,28.666082115976877,50.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.16,10.631642630316742
1000,14.013070298765433,28.666082115976877,50.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.03,10.631642630316742
1001,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.9,10.631642630316742
1002,14.013070298765433,28.666082115976877,2.94955,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.07,10.631642630316742
1003,14.013070298765433,28.666082115976877,0.0080625,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.163,10.631642630316742
1004,14.013070298765433,28.666082115976877,0.10099,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.108,10.631642630316742
1005,14.013070298765433,28.666082115976877,6.9039,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.1157,10.631642630316742
1006,14.013070298765433,28.666082115976877,0.0028487,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.13334,10.631642630316742
1007,14.013070298765433,28.666082115976877,1.87439,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.3,10.631642630316742
1008,14.013070298765433,28.666082115976877,50.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.13715,10.631642630316742
1009,14.013070298765433,28.666082115976877,0.058115,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.053499,10.631642630316742
1010,14.013070298765433,28.666082115976877,100.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.12467,10.631642630316742
1011,14.013070298765433,28.666082115976877,100.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.14,10.631642630316742
1012,14.013070298765433,28.666082115976877,0.005,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,100.0,10.631642630316742
1013,14.013070298765433,28.666082115976877,0.032195,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.39709,10.631642630316742
1014,14.013070298765433,28.666082115976877,0.58574,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.84,10.631642630316742
1015,14.013070298765433,28.666082115976877,0.023036,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.36,10.631642630316742
1016,14.013070298765433,28.666082115976877,0.024037,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.1371099999999999,10.631642630316742
1017,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,2.24499,10.631642630316742
1018,14.013070298765433,28.666082115976877,0.0038909,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.22,10.631642630316742
1019,14.013070298765433,28.666082115976877,0.0071304,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.67,10.631642630316742
1020,14.013070298765433,28.666082115976877,0.0094873,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.1,10.631642630316742
1021,14.013070298765433,28.666082115976877,0.01,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,2.05,10.631642630316742
1022,14.013070298765433,28.666082115976877,0.08,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,2.2,10.631642630316742
1023,14.013070298765433,28.666082115976877,0.07,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1024,14.013070298765433,28.666082115976877,0.04,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1025,14.013070298765433,28.666082115976877,0.08,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1026,14.013070298765433,28.666082115976877,0.08,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1027,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1028,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1029,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1030,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,20.0,10.631642630316742
1031,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.15,10.631642630316742
1032,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.74,10.631642630316742
1033,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.55042,10.631642630316742
1034,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.81,10.631642630316742
1035,14.013070298765433,28.666082115976877,0.1,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.39,10.631642630316742
1036,14.013070298765433,28.666082115976877,0.05,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.32,10.631642630316742
1037,14.013070298765433,28.666082115976877,0.13,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.59,10.631642630316742
1038,14.013070298765433,28.666082115976877,0.01,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.089891,10.631642630316742
1039,14.013070298765433,28.666082115976877,0.11,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,100.0,10.631642630316742
1040,14.013070298765433,28.666082115976877,0.02,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.2695,10.631642630316742
1041,14.013070298765433,28.666082115976877,0.071244,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.01,10.631642630316742
1042,14.013070298765433,28.666082115976877,0.0036232,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.17,10.631642630316742
1043,14.013070298765433,28.666082115976877,4.86,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,100.0,10.631642630316742
1044,14.013070298765433,28.666082115976877,100.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,1.05,10.631642630316742
1045,14.013070298765433,28.666082115976877,100.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.998,10.631642630316742
1046,14.013070298765433,28.666082115976877,100.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.25466,10.631642630316742
1047,14.013070298765433,28.666082115976877,100.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.12451,10.631642630316742
1048,14.013070298765433,28.666082115976877,0.0037074,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.85505,10.631642630316742
1049,14.013070298765433,28.666082115976877,8.74102,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.050566,10.631642630316742
1050,14.013070298765433,28.666082115976877,0.90267,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.5072300000000001,10.631642630316742
1051,14.013070298765433,28.666082115976877,13.1141,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.82735,10.631642630316742
1052,14.013070298765433,28.666082115976877,20.0,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.1759599999999999,10.631642630316742
1053,14.013070298765433,28.666082115976877,0.46204,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,2.45451,10.631642630316742
1054,14.013070298765433,28.666082115976877,0.012586,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,8.06356,10.631642630316742
1055,14.013070298765433,28.666082115976877,2.25679,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.30574,10.631642630316742
1056,14.013070298765433,28.666082115976877,0.05378,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.0765059999999999,10.631642630316742
1057,14.013070298765433,28.666082115976877,0.028574,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.92606,10.631642630316742
1058,14.013070298765433,28.666082115976877,3.2,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,0.2497199999999999,10.631642630316742
1059,14.013070298765433,28.666082115976877,0.0011623,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,7.473580166194523,10.631642630316742
1060,14.013070298765433,28.666082115976877,0.064843,56.10710891014994,63.328439718543045,7.242303454384017,23.367517080431032,43.43818882013575,7.473580166194523,10.631642630316742
